id,tot_claim_cnt_l180d,disb_bank_loan_wo_tbc,day_sinlastloan
2925756.0,-3,-3.0,-3
2925757.0,5,707319423.0,223
2925758.0,-3,-3.0,-3
2925759.0,2,-3.0,-3
2925760.0,-3,-3.0,-3
2925761.0,-3,-3.0,-3
2925762.0,2,-3.0,-3
2925763.0,-3,-3.0,-3
2925764.0,3,-3.0,0
2925765.0,5,-3.0,-3
2925766.0,-3,-3.0,-3
2925767.0,2,-3.0,-3
2925768.0,-3,-3.0,-3
2925769.0,3,-3.0,0
2925770.0,-3,-3.0,-3
2925771.0,2,-3.0,-3
2925772.0,3,-3.0,1700
2925773.0,5,-3.0,-3
2925774.0,-3,-3.0,-3
2925775.0,-3,-3.0,-3
2925776.0,3,-3.0,0
2925777.0,-3,-3.0,-3
2925778.0,-3,-3.0,-3
2925779.0,3,-3.0,1700
2925780.0,-3,-3.0,-3
2925781.0,3,-3.0,0
2925782.0,-3,-3.0,-3
2925783.0,5,-3.0,-3
2925784.0,-3,-3.0,-3
2925785.0,3,-3.0,1700
2925786.0,5,-3.0,-3
2925787.0,3,-3.0,1700
2925788.0,-3,-3.0,299
2925789.0,-3,-3.0,-3
2925790.0,-3,-3.0,299
2925791.0,-3,-3.0,-3
2925792.0,8,-3.0,51
2925793.0,-3,-3.0,299
2925794.0,-3,-3.0,-3
2925795.0,-3,-3.0,299
2925796.0,8,-3.0,51
2925797.0,-3,-3.0,-3
2925798.0,-3,-3.0,-3
2925799.0,-3,-3.0,-3
2925800.0,8,-3.0,51
2925801.0,8,-3.0,51
2925802.0,2,-3.0,-3
2925803.0,-3,-3.0,-3
2925804.0,-3,-3.0,-3
2925805.0,-3,-3.0,-3
2925806.0,2,-3.0,-3
2925807.0,-3,-3.0,-3
2925808.0,-3,-3.0,-3
2925809.0,-3,-3.0,-3
2925810.0,2,-3.0,-3
2925811.0,-3,-3.0,-3
2925812.0,2,-3.0,-3
2925813.0,-3,-3.0,-3
2925814.0,-3,-3.0,-3
2925815.0,-3,-3.0,-3
2925816.0,-3,-3.0,-3
2925817.0,4,1121317.0,70
2925818.0,-3,-3.0,-3
2925819.0,-3,-3.0,807
2925820.0,4,1121317.0,70
2925821.0,-3,-3.0,-3
2925822.0,-3,-3.0,-3
2925823.0,-3,-3.0,807
2925824.0,-3,-3.0,-3
2925825.0,-3,-3.0,-3
2925826.0,-3,-3.0,-3
2925827.0,4,1121317.0,70
2925828.0,1,31022042493.0,68
2925829.0,-3,-3.0,-3
2925830.0,4,1121317.0,70
2925831.0,-3,-3.0,807
2925832.0,1,31022042493.0,68
2925833.0,-3,-3.0,-3
2925834.0,-3,-3.0,807
2925835.0,1,31022042493.0,68
2925836.0,-3,-3.0,-3
2925837.0,1,31022042493.0,68
2925838.0,12,953687751.0,74
2925839.0,6,426275198.0,139
2925840.0,-3,-3.0,-3
2925841.0,6,426275198.0,139
2925842.0,12,953687751.0,74
2925843.0,-3,-3.0,-3
2925844.0,22,1148778676.0,54
2925845.0,12,953687751.0,74
2925846.0,-3,-3.0,-3
2925847.0,22,1148778676.0,54
2925848.0,12,953687751.0,74
2925849.0,-3,-3.0,-3
2925850.0,-3,-3.0,-3
2925851.0,22,1148778676.0,54
2925852.0,-3,-3.0,-3
2925853.0,22,1148778676.0,54
2925854.0,2,250000000.0,84
2925855.0,-3,-3.0,-3
2925856.0,2,250000000.0,84
2925857.0,-3,-3.0,-3
2925858.0,2,250000000.0,84
2925859.0,-3,-3.0,-3
2925860.0,2,250000000.0,84
2925861.0,-3,-3.0,-3
2925862.0,-3,-3.0,-3
2925863.0,-3,-3.0,-3
2925864.0,-3,-3.0,-3
2925865.0,-3,-3.0,-3
2925866.0,-3,-3.0,-3
2925867.0,-3,-3.0,-3
2925868.0,-3,-3.0,-3
2925869.0,5,32700000000.0,13
2925870.0,-3,-3.0,-3
2925871.0,-3,-3.0,-3
2925872.0,5,32700000000.0,13
2925873.0,-3,-3.0,-3
2925874.0,7,-3.0,370
2925875.0,9,-3.0,1
2925876.0,2,-3.0,187
2925877.0,-3,-3.0,-3
2925878.0,-3,-3.0,-3
2925879.0,7,-3.0,370
2925880.0,-3,-3.0,1063
2925881.0,9,-3.0,1
2925882.0,2,-3.0,187
2925883.0,-3,-3.0,-3
2925884.0,-3,-3.0,-3
2925885.0,-3,-3.0,-3
2925886.0,-3,-3.0,-3
2925887.0,9,-3.0,1
2925888.0,-3,-3.0,1063
2925889.0,-3,-3.0,-3
2925890.0,9,-3.0,1
2925891.0,-3,-3.0,-3
2925892.0,-3,-3.0,1063
2925893.0,13,-3.0,4
2925894.0,-3,-3.0,1063
2925895.0,-3,-3.0,-3
2925896.0,-3,-3.0,-3
2925897.0,13,-3.0,4
2925898.0,-3,-3.0,-3
2925899.0,3,-3.0,0
2925900.0,1,1483485809.0,294
2925901.0,13,-3.0,4
2925902.0,3,-3.0,0
2925903.0,13,-3.0,4
2925904.0,1,1483485809.0,294
2925905.0,-3,-3.0,-3
2925906.0,-3,-3.0,-3
2925907.0,2,-3.0,1330
2925908.0,-3,-3.0,-3
2925909.0,-3,-3.0,-3
2925910.0,-3,-3.0,-3
2925911.0,2,-3.0,1330
2925912.0,-3,-3.0,-3
2925913.0,-3,-3.0,-3
2925914.0,-3,-3.0,-3
2925915.0,-3,-3.0,-3
2925916.0,-3,-3.0,-3
2925917.0,2,-3.0,1330
2925918.0,-3,-3.0,-3
2925919.0,7,-3.0,122
2925920.0,-3,-3.0,-3
2925921.0,2,-3.0,1330
2925922.0,-3,-3.0,-3
2925923.0,-3,-3.0,-3
2925924.0,-3,-3.0,1357
2925925.0,7,-3.0,122
2925926.0,-3,-3.0,-3
2925927.0,-3,-3.0,-3
2925928.0,3,3281945205.0,151
2925929.0,-3,-3.0,195
2925930.0,-3,-3.0,-3
2925931.0,-3,-3.0,-3
2925932.0,-3,-3.0,-3
2925933.0,-3,-3.0,-3
2925934.0,-3,-3.0,1357
2925935.0,6,491809096.0,118
2925936.0,-3,-3.0,-3
2925937.0,-3,-3.0,195
2925938.0,-3,-3.0,-3
2925939.0,3,3281945205.0,151
2925940.0,-3,-3.0,-3
2925941.0,-3,-3.0,-3
2925942.0,-3,-3.0,-3
2925943.0,-3,-3.0,1357
2925944.0,6,491809096.0,118
2925945.0,-3,-3.0,1357
2925946.0,-3,-3.0,-3
2925947.0,3,3281945205.0,151
2925948.0,2,-3.0,-3
2925949.0,3,3281945205.0,151
2925950.0,-3,-3.0,-3
2925951.0,2,-3.0,-3
2925952.0,-3,-3.0,-3
2925953.0,66,3319227081.0,71
2925954.0,66,3319227081.0,71
2925955.0,2,-3.0,-3
2925956.0,2,-3.0,-3
2925957.0,-3,-3.0,-3
2925958.0,-3,-3.0,-3
2925959.0,-3,-3.0,-3
2925960.0,10,4681739639.0,88
2925961.0,6,1923205715.0,168
2925962.0,6,10435758829.0,172
2925963.0,-3,-3.0,-3
2925964.0,-3,-3.0,-3
2925965.0,10,4681739639.0,88
2925966.0,6,1923205715.0,168
2925967.0,6,10435758829.0,172
2925968.0,-3,-3.0,-3
2925969.0,-3,-3.0,-3
2925970.0,-3,-3.0,-3
2925971.0,6,10435758829.0,172
2925972.0,6,1923205715.0,168
2925973.0,6,10435758829.0,172
2925974.0,6,1923205715.0,168
2925975.0,-3,-3.0,-3
2925976.0,-3,-3.0,-3
2925977.0,-3,-3.0,-3
2925978.0,-3,-3.0,-3
2925979.0,-3,-3.0,-3
2925980.0,-3,-3.0,-3
2925981.0,-3,-3.0,-3
2925982.0,3,-3.0,992
2925983.0,-3,-3.0,-3
2925984.0,3,-3.0,992
2925985.0,-3,-3.0,-3
2925986.0,3,-3.0,992
2925987.0,-3,-3.0,-3
2925988.0,3,-3.0,992
2925989.0,-3,-3.0,-3
2925990.0,-3,-3.0,-3
2925991.0,4,11942774100.0,95
2925992.0,-3,-3.0,-3
2925993.0,-3,-3.0,-3
2925994.0,-3,-3.0,-3
2925995.0,4,11942774100.0,95
2925996.0,-3,-3.0,-3
2925997.0,2,1494204.0,1023
2925998.0,4,11942774100.0,95
2925999.0,2,1494204.0,1023
2926000.0,4,11942774100.0,95
2926001.0,-3,-3.0,-3
2926002.0,-3,-3.0,-3
2926003.0,-3,-3.0,-3
2926004.0,-3,-3.0,-3
2926005.0,-3,-3.0,-3
2926006.0,-3,-3.0,-3
2926007.0,-3,-3.0,-3
2926008.0,2,-3.0,-3
2926009.0,-3,-3.0,-3
2926010.0,2,-3.0,-3
2926011.0,-3,-3.0,-3
2926012.0,-3,-3.0,-3
2926013.0,2,-3.0,-3
2926014.0,2,-3.0,-3
2926015.0,-3,-3.0,-3
2926016.0,2,-3.0,187
2926017.0,-3,-3.0,-3
2926018.0,2,-3.0,187
2926019.0,31,-3.0,378
2926020.0,31,-3.0,378
2926021.0,5,-3.0,147
2926022.0,-3,-3.0,-3
2926023.0,5,-3.0,147
2926024.0,6,2655000001.0,68
2926025.0,-3,-3.0,-3
2926026.0,6,2655000001.0,68
2926027.0,-3,-3.0,-3
2926028.0,1,-3.0,-3
2926029.0,1,-3.0,-3
2926030.0,2,250000000.0,84
2926031.0,-3,-3.0,-3
2926032.0,2,250000000.0,84
2926033.0,-3,-3.0,-3
2926034.0,-3,-3.0,-3
2926035.0,-3,-3.0,-3
2926036.0,-3,-3.0,-3
2926037.0,10,-3.0,8
2926038.0,-3,-3.0,-3
2926039.0,10,-3.0,8
2926040.0,-3,-3.0,-3
2926041.0,2,-3.0,13
2926042.0,-3,-3.0,-3
2926043.0,47,1046032985.0,48
2926044.0,2,-3.0,1062
2926045.0,10,-3.0,8
2926046.0,-3,-3.0,-3
2926047.0,-3,-3.0,-3
2926048.0,2,-3.0,13
